rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
6,Pride SC ECNL GU17,No Club Selection,35222,16,3,13,0,9,0.56,10,66,-56,GU17,Mountain
1,Crossfire Premier ECNL GU17,Crossfire Premier,12590,20,18,1,1,55,2.75,73,9,64,GU17,Pacific
2,Portland Thorns ECNL GU17,Portland Thorns FC,45862,20,12,3,5,41,2.05,53,19,34,GU17,Pacific
3,Northwest Elite FC ECNL GU17,Oregon Surf SC,7129,20,12,5,3,39,1.95,32,18,14,GU17,Pacific
4,Seattle United ECNL GU17,Seattle United,19792,20,10,7,3,33,1.65,24,27,-3,GU17,Pacific
5,Boise Thorns FC ECNL GU17,Boise Timbers | Thorns,12593,20,6,8,6,24,1.2,30,37,-7,GU17,Pacific
6,Washington Premier ECNL GU17,Washington Premier FC,12363,20,5,12,3,18,0.9,17,39,-22,GU17,Pacific
7,PacNW SC ECNL GU17,PacNW,19374,20,5,14,1,16,0.8,32,65,-33,GU17,Pacific
8,Eastside FC ECNL GU17,Eastside FC (WA),33076,20,2,16,2,8,0.4,20,52,-32,GU17,Pacific
9,FC Portland ECNL GU17,FC Portland Academy,12592,20,2,16,2,8,0.4,13,54,-41,GU17,Pacific
1,MVLA ECNL GU18/U19,MVLA,11586,18,16,1,1,49,2.72,68,13,55,GU18/U19,Bay Area
2,DeAnza Force ECNL GU18/U19,Force,45845,18,11,4,3,36,2.0,32,17,15,GU18/U19,Bay Area
3,San Juan SC ECNL GU18/U19,San Juan Soccer Club,7758,18,8,4,6,30,1.67,32,22,10,GU18/U19,Bay Area
4,Mustang SC ECNL GU18/U19,Mustang Soccer,11585,18,6,10,2,20,1.11,27,39,-12,GU18/U19,Bay Area
5,Davis Legacy ECNL GU18/U19,Davis Legacy Soccer Club,10853,18,4,7,7,19,1.06,33,38,-5,GU18/U19,Bay Area
6,Marin FC ECNL GU18/U19,Marin FC,35165,18,5,9,4,19,1.06,14,27,-13,GU18/U19,Bay Area
7,Pleasanton RAGE ECNL GU18/U19,Pleasanton Rage,10626,18,4,9,5,17,0.94,27,43,-16,GU18/U19,Bay Area
8,Santa Rosa United ECNL GU18/U19,Santa Rosa United Soccer,11583,18,5,12,1,16,0.89,24,45,-21,GU18/U19,Bay Area
1,Real Colorado National ECNL GU18/U19,Real Colorado,45857,13,12,0,1,37,2.85,38,5,33,GU18/U19,Mountain
2,La Roca FC ECNL GU18/U19,La Roca FC,45852,16,9,5,2,29,1.81,48,25,23,GU18/U19,Mountain
3,Colorado Rapids ECNL GU18/U19,Colorado Storm,6883,15,7,6,2,23,1.53,35,27,8,GU18/U19,Mountain
4,Real Colorado Athletico ECNL GU18/U19,Real Colorado,46447,13,4,7,2,14,1.08,22,28,-6,GU18/U19,Mountain
5,Utah Avalanche ECNL GU18/U19,Utah Avalanche,11580,15,5,9,1,16,1.07,25,39,-14,GU18/U19,Mountain
6,Pride SC ECNL GU18/U19,No Club Selection,35223,16,2,13,1,7,0.44,11,48,-37,GU18/U19,Mountain
1,Eastside FC ECNL GU18/U19,Eastside FC (WA),35154,20,16,1,3,51,2.55,69,27,42,GU18/U19,Pacific
2,PacNW SC ECNL GU18/U19,PacNW,19375,20,14,4,2,44,2.2,73,27,46,GU18/U19,Pacific
3,Washington Premier ECNL GU18/U19,Washington Premier FC,7035,20,12,5,3,39,1.95,51,25,26,GU18/U19,Pacific
4,Northwest Elite FC ECNL GU18/U19,Oregon Surf SC,10434,20,11,6,3,36,1.8,47,31,16,GU18/U19,Pacific
5,Seattle United ECNL GU18/U19,Seattle United,10594,18,9,7,2,29,1.61,37,38,-1,GU18/U19,Pacific
6,Crossfire Premier ECNL GU18/U19,Crossfire Premier,11576,18,9,7,2,29,1.61,43,24,19,GU18/U19,Pacific
7,Boise Thorns FC ECNL GU18/U19,Boise Timbers | Thorns,11579,20,2,15,3,9,0.45,14,82,-68,GU18/U19,Pacific
8,Portland Thorns ECNL GU18/U19,Portland Thorns FC,45863,20,3,17,0,9,0.45,19,58,-39,GU18/U19,Pacific
9,FC Portland ECNL GU18/U19,FC Portland Academy,11578,20,2,18,0,6,0.3,14,75,-61,GU18/U19,Pacific
