rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
11,Jacksonville FC ECNL GU16,No Club Selection,20322,22,5,16,1,16,0.73,10,42,-32,GU16,Flight 1
12,Atlanta Fire United ECNL GU16,Atlanta Fire United,20323,22,3,18,1,10,0.45,12,51,-39,GU16,Flight 1
1,GSA ECNL GU17,Gwinnett Soccer Academy,11636,22,17,1,4,55,2.5,60,16,44,GU17,Flight 1
2,Florida Elite ECNL GU17,Sporting SA,11546,22,15,4,3,48,2.18,45,15,30,GU17,Flight 1
3,United Futbol Academy ECNL GU17,United Futbol Academy,45837,22,14,5,3,45,2.05,48,24,24,GU17,Flight 1
4,Florida Krush ECNL GU17,No Club Selection,11093,22,11,5,6,39,1.77,35,22,13,GU17,Flight 1
5,Tampa Bay United ECNL GU17,Tampa Bay United,11775,22,11,7,4,37,1.68,46,31,15,GU17,Flight 1
6,Alabama FC ECNL GU17,Alabama FC,11332,22,10,9,3,33,1.5,26,48,-22,GU17,Flight 1
7,Concorde Fire Platinum ECNL GU17,Concorde Fire ,19902,22,9,9,4,31,1.41,41,42,-1,GU17,Flight 1
8,FC Prime ECNL GU17,Athletic Club Florida,19371,22,7,8,7,28,1.27,29,26,3,GU17,Flight 1
9,Concorde Fire Premier ECNL GU17,Concorde Fire ,12255,22,8,11,3,27,1.23,28,33,-5,GU17,Flight 1
10,Atlanta Fire United ECNL GU17,Atlanta Fire United,11274,22,3,11,8,17,0.77,25,39,-14,GU17,Flight 1
11,Jacksonville FC ECNL GU17,No Club Selection,12063,22,2,19,1,7,0.32,14,59,-45,GU17,Flight 1
12,Orlando City ECNL GU17,Seminole United,11637,22,0,18,4,4,0.18,14,56,-42,GU17,Flight 1
1,Concorde Fire Platinum ECNL GU18/U19,Concorde Fire ,19903,22,20,2,0,60,2.73,135,19,116,GU18/U19,Flight 1
2,United Futbol Academy ECNL GU18/U19,United Futbol Academy,45838,22,19,1,2,59,2.68,97,28,69,GU18/U19,Flight 1
3,GSA ECNL GU18/U19,Gwinnett Soccer Academy,8843,22,15,4,3,48,2.18,62,26,36,GU18/U19,Flight 1
4,Orlando City ECNL GU18/U19,Seminole United,11610,22,11,8,3,36,1.64,41,36,5,GU18/U19,Flight 1
5,FC Prime ECNL GU18/19,Athletic Club Florida,20329,22,8,8,6,30,1.36,47,46,1,GU18/U19,Flight 1
6,Alabama FC ECNL GU18/19,Alabama FC,11338,19,8,10,1,25,1.32,40,44,-4,GU18/U19,Flight 1
7,Tampa Bay United ECNL GU18/U19,Tampa Bay United,7068,22,8,10,4,28,1.27,38,51,-13,GU18/U19,Flight 1
8,Concorde Fire Premier ECNL GU18/19,Concorde Fire ,10013,19,8,11,0,24,1.26,35,45,-10,GU18/U19,Flight 1
9,Atlanta Fire United ECNL GU18/U19,Atlanta Fire United,8667,22,7,11,4,25,1.14,42,47,-5,GU18/U19,Flight 1
10,Florida Elite ECNL GU18/19,Sporting SA,10877,20,4,14,2,14,0.7,15,76,-61,GU18/U19,Flight 1
11,Florida Krush ECNL GU18/19,Florida Kraze Krush,10883,22,3,17,2,11,0.5,14,60,-46,GU18/U19,Flight 1
12,Jacksonville FC ECNL GU18/19,No Club Selection,11611,20,2,17,1,7,0.35,13,101,-88,GU18/U19,Flight 1
