rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
6,Beach FC (CA) ECNL G10,Beach Futbol Club,18443,16,9,4,3,30,1.88,23,18,5,G2010,ECNL
7,Phoenix Rising ECNL G10,Phoenix Rising FC,68888,16,9,5,2,29,1.81,25,17,8,G2010,ECNL
8,Eagles SC ECNL G10,Eagles SC,62045,16,8,6,2,26,1.63,13,12,1,G2010,ECNL
9,So Cal Blues ECNL G10,So Cal Blues,89848,16,8,7,1,25,1.56,27,22,5,G2010,ECNL
10,LAFC So Cal ECNL G10,LAFC So Cal,65560,16,6,7,3,21,1.31,12,17,-5,G2010,ECNL
11, LV Heat Surf ECNL G10,LV Heat Surf SC ,42984,16,6,9,1,19,1.19,24,20,4,G2010,ECNL
12,Legends FC San Diego ECNL G10,Legends FC - Del Mar,64321,16,6,10,0,18,1.13,21,34,-13,G2010,ECNL
13,Rebels SC ECNL G10,Rebels Soccer Club,21001,16,4,9,3,15,0.94,27,27,0,G2010,ECNL
14,Arizona Arsenal ECNL G10,Arizona Arsenal Soccer Club,65042,16,4,9,3,15,0.94,18,43,-25,G2010,ECNL
15,Sporting CA USA ECNL G10,Sporting California USA,69733,16,3,13,0,9,0.56,18,50,-32,G2010,ECNL
16,Utah Royals FC-AZ ECNL G10,Utah Royals FC - AZ,62330,16,2,13,1,7,0.44,9,42,-33,G2010,ECNL
17,Pateadores ECNL G10,Pateadores Soccer Club,68892,16,1,12,3,6,0.38,16,51,-35,G2010,ECNL
1,Slammers FC HB Koge ECNL G11,Slammers FC HB Koge,64493,16,14,2,0,42,2.63,64,8,56,G2011,ECNL
2,San Diego Surf ECNL G11,San Diego Surf Soccer Club,77020,16,12,2,2,38,2.38,55,15,40,G2011,ECNL
3,Legends FC ECNL G11,Legends FC (CA),24716,16,11,4,1,34,2.13,39,18,21,G2011,ECNL
4,So Cal Blues ECNL G11,So Cal Blues,82132,16,10,4,2,32,2.0,38,10,28,G2011,ECNL
5,SLAMMERS FC ECNL G11,Slammers FC,61426,16,9,4,3,30,1.88,33,19,14,G2011,ECNL
6,LAFC So Cal ECNL G11,LAFC So Cal,82136,16,9,5,2,29,1.81,23,13,10,G2011,ECNL
7,Eagles SC ECNL G11,Eagles SC,25917,16,8,3,5,29,1.81,31,18,13,G2011,ECNL
8,Beach FC (CA) ECNL G11,Beach Futbol Club,77421,16,8,6,2,26,1.63,32,23,9,G2011,ECNL
9,LA Breakers FC ECNL G11,LA Breakers FC,82166,16,7,6,3,24,1.5,19,18,1,G2011,ECNL
10,Phoenix Rising ECNL G11,Phoenix Rising FC,62249,16,6,6,4,22,1.38,21,26,-5,G2011,ECNL
11,Utah Royals FC-AZ ECNL G11,Utah Royals FC - AZ,77350,16,5,6,5,20,1.25,20,25,-5,G2011,ECNL
12,Pateadores ECNL G11,Pateadores Soccer Club,75387,16,5,8,3,18,1.13,21,36,-15,G2011,ECNL
13, LV Heat Surf ECNL G11,LV Heat Surf SC ,48247,16,4,9,3,15,0.94,16,30,-14,G2011,ECNL
14,Legends FC San Diego ECNL G11 ,Legends FC - Del Mar,79944,16,4,10,2,14,0.88,12,32,-20,G2011,ECNL
15,Rebels SC ECNL G11,Rebels Soccer Club,81798,16,3,12,1,10,0.63,15,53,-38,G2011,ECNL
16,Arizona Arsenal ECNL G11,Arizona Arsenal Soccer Club,77284,16,2,14,0,6,0.38,14,39,-25,G2011,ECNL
17,Sporting CA USA ECNL G11,Sporting California USA,79198,16,0,16,0,0,0.0,7,77,-70,G2011,ECNL
1,San Diego Surf ECNL G12,San Diego Surf Soccer Club,84689,16,16,0,0,48,3.0,59,6,53,G2012,ECNL
2,Slammers FC HB Koge ECNL G12,Slammers FC HB Koge,85791,16,15,1,0,45,2.81,73,12,61,G2012,ECNL
3,So Cal Blues ECNL G12,So Cal Blues,84702,16,13,2,1,40,2.5,54,15,39,G2012,ECNL
4,Beach FC (CA) ECNL G12,Beach Futbol Club,94657,16,11,4,1,34,2.13,37,15,22,G2012,ECNL
5,Phoenix Rising ECNL G12,Phoenix Rising FC,81125,16,9,6,1,28,1.75,25,33,-8,G2012,ECNL
6,SLAMMERS FC ECNL G12,Slammers FC,89212,16,8,5,3,27,1.69,22,15,7,G2012,ECNL
7,Utah Royals FC-AZ ECNL G12,Utah Royals FC - AZ,85099,16,7,4,5,26,1.63,24,20,4,G2012,ECNL
8,Rebels SC ECNL G12,Rebels Soccer Club,94955,16,7,5,4,25,1.56,34,28,6,G2012,ECNL
9,Eagles SC ECNL G12,Eagles SC,64010,16,7,8,1,22,1.38,24,29,-5,G2012,ECNL
10,Legends FC ECNL G12,Legends FC (CA),88395,16,4,6,6,18,1.13,18,22,-4,G2012,ECNL
11,LA Breakers FC ECNL G12,LA Breakers FC,84686,16,5,8,3,18,1.13,13,29,-16,G2012,ECNL
12,Arizona Arsenal ECNL G12,Arizona Arsenal Soccer Club,88341,16,4,10,2,14,0.88,22,45,-23,G2012,ECNL
13,Pateadores ECNL G12,Pateadores Soccer Club,53888,16,3,11,2,11,0.69,17,29,-12,G2012,ECNL
14,LAFC So Cal ECNL G12,LAFC So Cal,94592,16,2,11,3,9,0.56,8,23,-15,G2012,ECNL
15, LV Heat Surf ECNL G12,LV Heat Surf SC ,84197,16,2,11,3,9,0.56,16,57,-41,G2012,ECNL
16,Legends FC San Diego ECNL G12,Legends FC - Del Mar,90127,16,2,12,2,8,0.5,15,52,-37,G2012,ECNL
17,Sporting CA USA ECNL G12,Sporting California USA,95281,16,0,11,5,5,0.31,9,40,-31,G2012,ECNL
1,Legends FC ECNL G13,Legends FC (CA),112084,16,14,0,2,44,2.75,49,8,41,G2013,ECNL
2,Slammers FC HB Koge ECNL G13,Slammers FC HB Koge,65765,16,14,1,1,43,2.69,42,3,39,G2013,ECNL
3,Beach FC (CA) ECNL G13,Beach Futbol Club,54767,16,13,2,1,40,2.5,45,15,30,G2013,ECNL
4,San Diego Surf ECNL G13,San Diego Surf Soccer Club,105075,16,13,3,0,39,2.44,64,14,50,G2013,ECNL
5,So Cal Blues ECNL G13,So Cal Blues,99192,16,11,4,1,34,2.13,29,14,15,G2013,ECNL
6,SLAMMERS FC ECNL G13,Slammers FC,100497,16,8,6,2,26,1.63,19,14,5,G2013,ECNL
7,LAFC So Cal ECNL G13,LAFC So Cal,79124,16,8,7,1,25,1.56,22,19,3,G2013,ECNL
8,LA Breakers FC ECNL G13,LA Breakers FC,79075,16,6,7,3,21,1.31,25,28,-3,G2013,ECNL
9,Utah Royals FC-AZ ECNL G13,Utah Royals FC - AZ,90258,16,6,8,2,20,1.25,23,25,-2,G2013,ECNL
10,Pateadores ECNL G13,Pateadores Soccer Club,103095,16,5,7,4,19,1.19,25,29,-4,G2013,ECNL
11,Rebels SC ECNL G13,Rebels Soccer Club,90410,16,4,9,3,15,0.94,13,43,-30,G2013,ECNL
12,LV Heat Surf ECNL G13,LV Heat Surf SC ,100065,16,4,9,3,15,0.94,20,26,-6,G2013,ECNL
13,Sporting CA USA ECNL G13,Sporting California USA,65729,16,4,10,2,14,0.88,16,31,-15,G2013,ECNL
14,Legends FC San Diego ECNL G13,Legends FC - Del Mar,99070,16,4,10,2,14,0.88,16,45,-29,G2013,ECNL
15,Eagles SC ECNL G13,Eagles SC,63947,16,3,11,2,11,0.69,15,39,-24,G2013,ECNL
16,Arizona Arsenal ECNL G13,Arizona Arsenal Soccer Club,96162,16,1,12,3,6,0.38,5,32,-27,G2013,ECNL
17,Phoenix Rising ECNL G13,Phoenix Rising FC,99201,16,1,13,2,5,0.31,5,48,-43,G2013,ECNL
