rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
14,Liverpool FC IA Michigan ECNL G09,Liverpool FC-IA Michigan,58647,15,2,10,3,9,0.6,10,37,-27,G2009,ECNL
15,Sporting Blue Valley ECNL G09,Sporting Blue Valley,60884,14,1,11,2,5,0.36,7,29,-22,G2009,ECNL
16,FC Wisconsin ECNL G09,FC Wisconsin Girls,53835,15,0,14,1,1,0.07,4,42,-38,G2009,ECNL
1,Michigan Hawks ECNL G10,Michigan Hawks,69108,15,14,1,0,42,2.8,49,7,42,G2010,ECNL
2,SLSG Navy ECNL G10,St. Louis Scott Gallagher,68758,15,11,2,2,35,2.33,47,11,36,G2010,ECNL
3,Kansas City Athletics ECNL G10,KC Athletics,46766,15,11,2,2,35,2.33,33,17,16,G2010,ECNL
4,Nationals Soccer Club Nationals ECNL G10,Nationals,94342,15,10,5,0,30,2.0,34,20,14,G2010,ECNL
5,Eclipse Select SC ECNL G10,Eclipse Select Soccer Club,69955,15,8,4,3,27,1.8,25,17,8,G2010,ECNL
6,Minnesota Thunder ECNL G10,Minnesota Thunder Academy,69526,15,8,5,2,26,1.73,25,20,5,G2010,ECNL
7,Michigan Hawks Magic ECNL G10,Michigan Hawks,69104,15,6,4,5,23,1.53,25,21,4,G2010,ECNL
8,Chicago Inter Soccer ECNL G10,Chicago Inter,69849,15,6,5,4,22,1.47,28,21,7,G2010,ECNL
9,Missouri Rush ECNL G10,Missouri Rush,114378,15,6,7,2,20,1.33,13,19,-6,G2010,ECNL
10,SLSG Green ECNL G10,St. Louis Scott Gallagher,68780,14,4,8,2,14,1.0,13,25,-12,G2010,ECNL
11,FC Wisconsin ECNL G10,FC Wisconsin Girls,68013,15,4,8,3,15,1.0,9,26,-17,G2010,ECNL
12,Gretna Elite Academy ECNL G10,Gretna Elite Academy,60717,15,4,9,2,14,0.93,18,27,-9,G2010,ECNL
13,Rockford Raptors ECNL G10,Rockford Raptors FC,68288,15,3,9,3,12,0.8,11,37,-26,G2010,ECNL
14,Sporting Blue Valley ECNL G10,Sporting Blue Valley,68425,14,3,10,1,10,0.71,9,32,-23,G2010,ECNL
15,Liverpool FC IA Michigan ECNL G10,Liverpool FC-IA Michigan,69186,15,2,10,3,9,0.6,15,30,-15,G2010,ECNL
16,Sporting Iowa ECNL G10,Sporting Iowa Central,69510,15,1,12,2,5,0.33,12,36,-24,G2010,ECNL
1,Michigan Hawks ECNL G11,Michigan Hawks,54493,15,13,1,1,40,2.67,53,7,46,G2011,ECNL
2,Nationals Soccer Club Nationals ECNL G11,Nationals,94348,15,11,2,2,35,2.33,43,14,29,G2011,ECNL
3,Kansas City Athletics ECNL G11,KC Athletics,79772,15,11,3,1,34,2.27,43,10,33,G2011,ECNL
4,Eclipse Select SC ECNL G11,Eclipse Select Soccer Club,78148,15,11,4,0,33,2.2,38,18,20,G2011,ECNL
5,Chicago Inter Soccer ECNL G11,Chicago Inter,79680,15,10,2,3,33,2.2,37,18,19,G2011,ECNL
6,Liverpool FC IA Michigan ECNL G11,Liverpool FC-IA Michigan,69697,15,9,3,3,30,2.0,21,14,7,G2011,ECNL
7,Minnesota Thunder ECNL G11 ,Minnesota Thunder Academy,71852,15,9,3,3,30,2.0,39,12,27,G2011,ECNL
8,Sporting Blue Valley ECNL G11,Sporting Blue Valley,79701,14,5,5,4,19,1.36,29,19,10,G2011,ECNL
9,SLSG Navy ECNL G11,St. Louis Scott Gallagher,79620,15,4,7,4,16,1.07,27,24,3,G2011,ECNL
10,Sporting Iowa ECNL G11,Sporting Iowa Central,79780,15,3,5,7,16,1.07,25,48,-23,G2011,ECNL
11,Michigan Hawks Magic ECNL G11,Michigan Hawks,79687,15,2,8,5,11,0.73,15,44,-29,G2011,ECNL
12,Rockford Raptors ECNL G11,Rockford Raptors FC,68287,15,3,11,1,10,0.67,16,38,-22,G2011,ECNL
13,SLSG Green ECNL G11,St. Louis Scott Gallagher,79621,14,2,9,3,9,0.64,12,32,-20,G2011,ECNL
14,Gretna Elite Academy ECNL G11,Gretna Elite Academy,60713,15,2,11,2,8,0.53,8,37,-29,G2011,ECNL
15,Missouri Rush ECNL G11,Missouri Rush,114379,15,2,11,2,8,0.53,12,39,-27,G2011,ECNL
16,FC Wisconsin ECNL G11,FC Wisconsin Girls,71855,15,0,12,3,3,0.2,1,45,-44,G2011,ECNL
1,Michigan Hawks ECNL G12,Michigan Hawks,64467,15,15,0,0,45,3.0,43,4,39,G2012,ECNL
2,Kansas City Athletics ECNL G12,KC Athletics,95580,15,12,2,1,37,2.47,37,8,29,G2012,ECNL
3,SLSG Navy ECNL G12,St. Louis Scott Gallagher,94017,15,12,2,1,37,2.47,41,16,25,G2012,ECNL
4,Chicago Inter Soccer ECNL G12,Chicago Inter,77722,15,8,4,3,27,1.8,29,17,12,G2012,ECNL
5,Liverpool FC IA Michigan ECNL G12,Liverpool FC-IA Michigan,94483,15,8,5,2,26,1.73,20,13,7,G2012,ECNL
6,Minnesota Thunder ECNL G12,Minnesota Thunder Academy,71856,15,8,5,2,26,1.73,24,20,4,G2012,ECNL
7,Eclipse Select SC ECNL G12,Eclipse Select Soccer Club,84211,15,5,3,7,22,1.47,25,20,5,G2012,ECNL
8,SLSG Green ECNL G12,St. Louis Scott Gallagher,94015,15,7,7,1,22,1.47,19,20,-1,G2012,ECNL
9,Nationals Soccer Club ECNL G12,Nationals,94349,15,6,8,1,19,1.27,23,33,-10,G2012,ECNL
10,Sporting Blue Valley ECNL G12,Sporting Blue Valley,94797,15,5,7,3,18,1.2,17,18,-1,G2012,ECNL
11,Rockford Raptors ECNL G12,Rockford Raptors FC,95073,15,4,7,4,16,1.07,16,21,-5,G2012,ECNL
12,Missouri Rush ECNL G12,Missouri Rush,114380,15,4,8,3,15,1.0,20,24,-4,G2012,ECNL
13,Gretna Elite Academy ECNL G12,Gretna Elite Academy,94420,15,3,10,2,11,0.73,15,34,-19,G2012,ECNL
14,FC Wisconsin ECNL G12,FC Wisconsin Girls,79684,15,3,10,2,11,0.73,12,31,-19,G2012,ECNL
15,Michigan Hawks Magic ECNL G12,Michigan Hawks,79690,15,3,12,0,9,0.6,6,38,-32,G2012,ECNL
16,Sporting Iowa ECNL G12,Sporting Iowa Central,95236,15,0,13,2,2,0.13,6,36,-30,G2012,ECNL
1,SLSG Navy ECNL G13,St. Louis Scott Gallagher,117332,15,12,1,2,38,2.53,45,7,38,G2013,ECNL
2,Michigan Hawks ECNL G13,Michigan Hawks,79689,15,12,2,1,37,2.47,37,6,31,G2013,ECNL
3,Eclipse Select SC ECNL G13,Eclipse Select Soccer Club,97596,15,10,0,5,35,2.33,36,7,29,G2013,ECNL
4,Nationals Soccer Club ECNL G13,Nationals,115103,15,10,4,1,31,2.07,33,12,21,G2013,ECNL
5,Chicago Inter Soccer ECNL G13,Chicago Inter,117700,15,10,4,1,31,2.07,34,19,15,G2013,ECNL
6,SLSG Green ECNL G13,St. Louis Scott Gallagher,117330,15,10,4,1,31,2.07,26,15,11,G2013,ECNL
7,Kansas City Athletics ECNL G13,KC Athletics,116235,15,9,4,2,29,1.93,25,19,6,G2013,ECNL
8,Gretna Elite Academy ECNL G13,Gretna Elite Academy,111268,15,4,6,5,17,1.13,19,15,4,G2013,ECNL
9,Rockford Raptors ECNL G13,Rockford Raptors FC,98305,15,4,7,4,16,1.07,16,24,-8,G2013,ECNL
10,Sporting Blue Valley ECNL G13,Sporting Blue Valley,104648,15,4,8,3,15,1.0,25,30,-5,G2013,ECNL
11,Minnesota Thunder ECNL G13,Minnesota Thunder Academy,87978,15,4,8,3,15,1.0,17,29,-12,G2013,ECNL
12,Missouri Rush ECNL G13,Missouri Rush,114381,15,3,8,4,13,0.87,13,29,-16,G2013,ECNL
13,Michigan Hawks Magic ECNL G13,Michigan Hawks,79692,15,2,7,6,12,0.8,11,33,-22,G2013,ECNL
14,Liverpool FC IA Michigan ECNL G13,Liverpool FC-IA Michigan,104671,15,3,11,1,10,0.67,16,43,-27,G2013,ECNL
15,FC Wisconsin ECNL G13,FC Wisconsin Girls,82513,15,2,12,1,7,0.47,11,42,-31,G2013,ECNL
16,Sporting Iowa ECNL G13,Sporting Iowa Central,97576,15,1,14,0,3,0.2,9,43,-34,G2013,ECNL
