rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
1,Philadelphia Ukrainian Nationals ECNL G12,Philadelphia Ukrainian Nationals,94617,18,15,2,1,46,2.56,45,12,33,G2012,ECNL
2,PDA Blue ECNL G12,PDA Blue (North),44350,18,12,3,3,39,2.17,48,11,37,G2012,ECNL
3,FC DELCO ECNL G12,FC DELCO,48170,18,12,4,2,38,2.11,48,12,36,G2012,ECNL
4,Penn Fusion SA ECNL G12,Penn Fusion Soccer Academy,81252,18,11,5,2,35,1.94,39,20,19,G2012,ECNL
5,Bethesda SC ECNL G12,Bethesda SC,82193,18,10,5,3,33,1.83,42,24,18,G2012,ECNL
6,Maryland United FC ECNL G12,Maryland United Football Club,82349,18,7,9,2,23,1.28,23,25,-2,G2012,ECNL
7,Match Fit Surf ECNL G12,Match Fit Surf,54497,18,6,9,3,21,1.17,29,30,-1,G2012,ECNL
8,PDA White ECNL G12,PDA White (Shore),74902,18,6,10,2,20,1.11,31,31,0,G2012,ECNL
9,Pipeline SC ECNL G12,Pipeline SC,79385,18,1,17,0,3,0.17,7,77,-70,G2012,ECNL
10,HEX FC Bucks ECNL G12,HEX FC,79658,18,1,17,0,3,0.17,6,76,-70,G2012,ECNL
1,PDA Blue ECNL G13,PDA Blue (North),90682,18,14,4,0,42,2.33,59,16,43,G2013,ECNL
2,Match Fit Surf ECNL G13,Match Fit Surf,43460,18,13,3,2,41,2.28,43,13,30,G2013,ECNL
3,FC DELCO ECNL G13,FC DELCO,94408,18,12,3,3,39,2.17,33,12,21,G2013,ECNL
4,PDA White ECNL G13,PDA White (Shore),68375,18,10,4,4,34,1.89,40,21,19,G2013,ECNL
5,Philadelphia Ukrainian Nationals ECNL G13,Philadelphia Ukrainian Nationals,94622,18,9,7,2,29,1.61,36,23,13,G2013,ECNL
6,Penn Fusion SA ECNL G13,Penn Fusion Soccer Academy,94712,18,8,7,3,27,1.5,35,17,18,G2013,ECNL
7,Maryland United FC ECNL G13,Maryland United Football Club,95035,18,5,6,7,22,1.22,20,20,0,G2013,ECNL
8,Bethesda SC ECNL G13,Bethesda SC,95839,18,5,11,2,17,0.94,26,29,-3,G2013,ECNL
9,HEX FC Bucks ECNL G13,HEX FC,92364,18,1,16,1,4,0.22,6,65,-59,G2013,ECNL
10,Pipeline SC ECNL G13,Pipeline SC,110326,18,1,17,0,3,0.17,4,86,-82,G2013,ECNL
