rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
3,Sporting Blue Valley ECNL GU16,Sporting Blue Valley,46619,13,9,3,1,28,2.15,46,18,28,GU16,Flight 1
4,Minnesota Thunder ECNL GU16,No Club Selection,20378,13,8,3,2,26,2.0,38,22,16,GU16,Flight 1
5,Kansas City Athletics ECNL GU16,KC Athletics,19372,13,8,3,2,26,2.0,33,20,13,GU16,Flight 1
6,Michigan Hawks ECNL GU16,Michigan Hawks,19884,13,7,4,2,23,1.77,21,14,7,GU16,Flight 1
7,SLSG Green ECNL GU16,St. Louis Scott Gallagher,20379,13,6,6,1,19,1.46,15,18,-3,GU16,Flight 1
8,Gretna Elite Academy ECNL GU16,Gretna Elite Academy,11467,13,4,7,2,14,1.08,12,28,-16,GU16,Flight 1
9,Sporting Iowa ECNL GU16,Sporting Iowa Central,59754,13,4,8,1,13,1.0,17,30,-13,GU16,Flight 1
10,Liverpool FC IA Michigan ECNL GU16,Liverpool FC-IA Michigan,58650,13,3,7,3,12,0.92,13,29,-16,GU16,Flight 1
11,FC Wisconsin ECNL GU16,FC Wisconsin Girls,20376,13,3,7,3,12,0.92,13,36,-23,GU16,Flight 1
12,Midwest United FC ECNL GU16,Midwest United FC,59332,13,2,9,2,8,0.62,4,27,-23,GU16,Flight 1
13,Michigan Hawks Magic ECNL GU16,Michigan Hawks,20377,13,2,9,2,8,0.62,10,31,-21,GU16,Flight 1
14,Eclipse Select SC North ECNL GU16,Eclipse Select Soccer Club,20099,13,0,12,1,1,0.08,6,37,-31,GU16,Flight 1
1,Kansas City Athletics ECNL GU17,KC Athletics,19378,13,11,2,0,33,2.54,51,8,43,GU17,Flight 1
2,Michigan Hawks ECNL GU17,Michigan Hawks,19897,13,10,1,2,32,2.46,42,13,29,GU17,Flight 1
3,SLSG Navy ECNL GU17,St. Louis Scott Gallagher,11283,13,9,0,4,31,2.38,34,4,30,GU17,Flight 1
4,Sporting Blue Valley ECNL GU17,Sporting Blue Valley,46620,13,9,1,3,30,2.31,38,10,28,GU17,Flight 1
5,Minnesota Thunder ECNL GU17,No Club Selection,12530,13,9,2,2,29,2.23,31,10,21,GU17,Flight 1
6,Eclipse Select SC ECNL GU17,Eclipse Select Soccer Club,12526,13,6,7,0,18,1.38,21,25,-4,GU17,Flight 1
7,Sporting Iowa ECNL GU17,Sporting Iowa Central,59755,13,4,4,5,17,1.31,21,25,-4,GU17,Flight 1
8,SLSG Green ECNL GU17,St. Louis Scott Gallagher,12529,13,4,6,3,15,1.15,10,15,-5,GU17,Flight 1
9,Gretna Elite Academy ECNL GU17,No Club Selection,11096,13,4,7,2,14,1.08,26,46,-20,GU17,Flight 1
10,Midwest United FC ECNL GU17,Midwest United FC,59330,13,4,7,2,14,1.08,23,24,-1,GU17,Flight 1
11,Eclipse Select SC North ECNL GU17,Eclipse Select Soccer Club,20189,13,3,9,1,10,0.77,9,36,-27,GU17,Flight 1
12,FC Wisconsin ECNL GU17,No Club Selection,11102,13,3,9,1,10,0.77,13,25,-12,GU17,Flight 1
13,Michigan Hawks Magic ECNL GU17,Michigan Hawks,11290,13,2,10,1,7,0.54,9,35,-26,GU17,Flight 1
14,Liverpool FC IA Michigan ECNL GU17,Liverpool FC-IA Michigan,58651,13,0,13,0,0,0.0,5,57,-52,GU17,Flight 1
1,Michigan Hawks ECNL GU18/U19,Michigan Hawks,19898,13,12,1,0,36,2.77,43,7,36,GU18/U19,Flight 1
2,Eclipse Select SC ECNL GU18/U19,Eclipse Select Soccer Club,11557,13,9,1,3,30,2.31,30,13,17,GU18/U19,Flight 1
3,SLSG Navy ECNL GU18/U19,St. Louis Scott Gallagher,11284,13,10,3,0,30,2.31,44,12,32,GU18/U19,Flight 1
4,Sporting Blue Valley ECNL GU18/U19,Sporting Blue Valley,46622,13,9,3,1,28,2.15,37,14,23,GU18/U19,Flight 1
5,Minnesota Thunder ECNL GU18/U19,No Club Selection,11564,13,8,4,1,25,1.92,36,24,12,GU18/U19,Flight 1
6,Liverpool FC IA Michigan ECNL GU18/U19,Liverpool FC-IA Michigan,58652,13,5,5,3,18,1.38,17,16,1,GU18/U19,Flight 1
7,FC Wisconsin ECNL GU18/U19,FC Wisconsin Girls,11558,13,5,7,1,16,1.23,19,20,-1,GU18/U19,Flight 1
8,Kansas City Athletics ECNL GU18/U19,KC Athletics,19379,13,4,6,3,15,1.15,16,27,-11,GU18/U19,Flight 1
9,Gretna Elite Academy ECNL GU18/U19,No Club Selection,10865,13,4,7,2,14,1.08,19,29,-10,GU18/U19,Flight 1
10,Midwest United FC ECNL GU18/U19,Midwest United FC,59312,13,3,6,4,13,1.0,16,32,-16,GU18/U19,Flight 1
11,SLSG Green ECNL GU18/U19,St. Louis Scott Gallagher,11563,13,3,9,1,10,0.77,18,32,-14,GU18/U19,Flight 1
12,Michigan Hawks Magic ECNL GU18/U19,Michigan Hawks,11315,13,2,8,3,9,0.69,8,29,-21,GU18/U19,Flight 1
13,Eclipse Select SC North ECNL GU18/U19,Eclipse Select Soccer Club,20190,13,3,10,0,9,0.69,12,37,-25,GU18/U19,Flight 1
14,Sporting Iowa ECNL GU18/U19,Sporting Iowa Central,59756,13,2,9,2,8,0.62,14,37,-23,GU18/U19,Flight 1
