rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
12,Sting Austin ECNL GU16,Sting Austin,20411,22,1,18,3,6,0.27,11,68,-57,GU16,Flight 1
1,Solar SC ECNL GU17,Solar SC,11427,22,14,1,7,49,2.23,62,26,36,GU17,Flight 1
2,FC Dallas ECNL GU17,FC Dallas Youth,46785,22,13,3,6,45,2.05,38,11,27,GU17,Flight 1
3,DKSC ECNL GU17,No Club Selection,11872,22,13,4,5,44,2.0,49,21,28,GU17,Flight 1
4,OK Energy FC ECNL GU17,Oklahoma Energy FC,59506,22,11,5,6,39,1.77,30,24,6,GU17,Flight 1
5,Classics Elite ECNL GU17,Classics Elite Soccer Academy,12269,22,10,6,6,36,1.64,42,24,18,GU17,Flight 1
6,AHFC ECNL GU17,Albion Hurricanes FC,12271,22,9,4,9,36,1.64,38,22,16,GU17,Flight 1
7,Sting Austin ECNL GU17,Sting Austin,11067,22,8,8,6,30,1.36,20,17,3,GU17,Flight 1
8,Challenge SC ECNL GU17,Challenge SC,12270,22,7,10,5,26,1.18,21,32,-11,GU17,Flight 1
9,Dallas Texans ECNL GU17,Dallas Texans,11592,22,4,13,5,17,0.77,20,46,-26,GU17,Flight 1
10,Tulsa SC ECNL GU17,Tulsa Soccer Club,11818,22,2,12,8,14,0.64,16,49,-33,GU17,Flight 1
11,Sting Dallas Royal ECNL GU17,Sting Soccer Club,46722,22,2,13,7,13,0.59,14,48,-34,GU17,Flight 1
12,Sting Dallas Black ECNL GU17,Sting Soccer Club,11890,22,1,15,6,9,0.41,15,45,-30,GU17,Flight 1
1,Solar SC ECNL GU18/U19,Solar SC,11589,22,20,0,2,62,2.82,85,13,72,GU18/U19,Flight 1
2,DKSC ECNL GU18/U19,No Club Selection,11588,22,15,5,2,47,2.14,62,20,42,GU18/U19,Flight 1
3,Sting Dallas Black ECNL GU18/U19,Sting Soccer Club,11591,22,15,7,0,45,2.05,56,24,32,GU18/U19,Flight 1
4,FC Dallas ECNL GU18/U19,FC Dallas Youth,46786,22,13,5,4,43,1.95,53,19,34,GU18/U19,Flight 1
5,Dallas Texans ECNL GU18/U19,Dallas Texans,6888,22,13,5,4,43,1.95,58,32,26,GU18/U19,Flight 1
6,Sting Austin ECNL GU18/U19,Sting Austin,10998,22,9,9,4,31,1.41,34,35,-1,GU18/U19,Flight 1
7,Tulsa SC ECNL GU18/U19,Tulsa Soccer Club,11587,22,9,10,3,30,1.36,37,46,-9,GU18/U19,Flight 1
8,AHFC ECNL GU18/U19,Albion Hurricanes FC,11595,21,7,7,7,28,1.33,38,30,8,GU18/U19,Flight 1
9,Challenge SC ECNL GU18/U19,Challenge SC,11593,21,8,12,1,25,1.19,28,42,-14,GU18/U19,Flight 1
10,Sting Dallas Royal ECNL GU18/U19,Sting Soccer Club,45803,22,4,17,1,13,0.59,17,76,-59,GU18/U19,Flight 1
11,Classics Elite ECNL GU18/19 ,Classics Elite Soccer Academy,10895,22,2,19,1,7,0.32,14,77,-63,GU18/U19,Flight 1
12,OK Energy FC ECNL GU18/U19,Oklahoma Energy FC,59507,22,1,20,1,4,0.18,7,75,-68,GU18/U19,Flight 1
