rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
13,DKSC ECNL G09,DKSC,47082,15,3,9,3,12,0.8,15,43,-28,G2009,ECNL
14,Tulsa SC ECNL G09,No Club Selection,43250,15,3,11,1,10,0.67,16,42,-26,G2009,ECNL
15,Classics Elite ECNL G09,Classics Elite Soccer Academy,40417,15,2,13,0,6,0.4,16,56,-40,G2009,ECNL
16,Real Colorado Athletico ECNL G09,Real Colorado,58634,15,0,15,0,0,0.0,8,52,-44,G2009,ECNL
1,Solar SC ECNL G10,Solar SC,66050,15,15,0,0,45,3.0,46,4,42,G2010,ECNL
2,Real Colorado National ECNL G10,Real Colorado,69251,15,12,2,1,37,2.47,39,8,31,G2010,ECNL
3,Albion Hurricanes FC ECNL G10,Albion Hurricanes FC,40463,15,10,2,3,33,2.2,22,13,9,G2010,ECNL
4,FC Dallas ECNL G10,FC Dallas Youth,46266,15,9,5,1,28,1.87,32,11,21,G2010,ECNL
5,Sting Royal ECNL G10,Sting Soccer Club,68974,15,9,5,1,28,1.87,30,16,14,G2010,ECNL
6,OK Energy FC ECNL G10,Oklahoma Energy FC,61013,15,8,4,3,27,1.8,33,21,12,G2010,ECNL
7,Sting Black ECNL G10,Sting Soccer Club,48667,15,8,5,2,26,1.73,27,22,5,G2010,ECNL
8,Challenge SC ECNL G10,Challenge SC,66750,15,6,8,1,19,1.27,25,26,-1,G2010,ECNL
9,Sting Austin ECNL G10,Sting Austin,69524,15,4,6,5,17,1.13,19,21,-2,G2010,ECNL
10,Dallas Texans ECNL G10,Dallas Texans,69269,15,5,9,1,16,1.07,18,35,-17,G2010,ECNL
11,Real Colorado Athletico ECNL G10,Real Colorado,69250,15,4,8,3,15,1.0,17,25,-8,G2010,ECNL
12,Classics Elite ECNL G10,Classics Elite Soccer Academy,44138,15,3,8,4,13,0.87,12,26,-14,G2010,ECNL
13,Tulsa SC ECNL G10,No Club Selection,66279,15,3,9,3,12,0.8,20,33,-13,G2010,ECNL
14,DKSC ECNL G10,DKSC,68923,15,2,9,4,10,0.67,15,31,-16,G2010,ECNL
15,Colorado Rapids ECNL G10,Colorado Storm,69485,15,2,10,3,9,0.6,15,41,-26,G2010,ECNL
16,Colorado Rush ECNL G10,Colorado Rush,94985,15,1,11,3,6,0.4,7,44,-37,G2010,ECNL
1,Sting Black ECNL G11,Sting Soccer Club,80765,15,13,1,1,40,2.67,42,4,38,G2011,ECNL
2,Solar SC ECNL G11,Solar SC,81882,15,11,3,1,34,2.27,53,10,43,G2011,ECNL
3,Real Colorado National ECNL G11,Real Colorado,81431,15,10,2,3,33,2.2,35,12,23,G2011,ECNL
4,OK Energy FC ECNL G11,Oklahoma Energy FC,80774,15,9,2,4,31,2.07,36,19,17,G2011,ECNL
5,Sting Austin ECNL G11,Sting Austin,80047,15,8,2,5,29,1.93,22,8,14,G2011,ECNL
6,FC Dallas ECNL G11,FC Dallas Youth,63889,15,9,4,2,29,1.93,48,14,34,G2011,ECNL
7,Sting Royal ECNL G11,Sting Soccer Club,80240,15,7,1,7,28,1.87,19,15,4,G2011,ECNL
8,Albion Hurricanes FC ECNL G11,Albion Hurricanes FC,81918,15,8,4,3,27,1.8,28,17,11,G2011,ECNL
9,Dallas Texans ECNL G11,Dallas Texans,81587,15,6,8,1,19,1.27,23,35,-12,G2011,ECNL
10,Challenge SC ECNL G11,Challenge SC,79514,15,3,6,6,15,1.0,14,29,-15,G2011,ECNL
11,Colorado Rapids ECNL G11,Colorado Storm,72334,15,3,9,3,12,0.8,16,29,-13,G2011,ECNL
12,Classics Elite ECNL G11,Classics Elite Soccer Academy,44142,15,3,11,1,10,0.67,13,31,-18,G2011,ECNL
13,Tulsa SC ECNL G11,No Club Selection,42914,15,3,12,0,9,0.6,7,36,-29,G2011,ECNL
14,Real Colorado Athletico ECNL G11,Real Colorado,81521,15,2,11,2,8,0.53,10,41,-31,G2011,ECNL
15,Colorado Rush ECNL G11,Colorado Rush,95046,15,1,10,4,7,0.47,16,54,-38,G2011,ECNL
16,DKSC ECNL G11,DKSC,81104,15,1,11,3,6,0.4,6,34,-28,G2011,ECNL
1,Sting Black ECNL G12,Sting Soccer Club,59609,15,13,0,2,41,2.73,88,9,79,G2012,ECNL
2,DKSC ECNL G12,DKSC,81105,15,12,1,2,38,2.53,42,8,34,G2012,ECNL
3,Solar SC ECNL G12,Solar SC,59566,15,12,1,2,38,2.53,55,15,40,G2012,ECNL
4,Sting Austin ECNL G12,Sting Austin,94677,15,10,3,2,32,2.13,39,15,24,G2012,ECNL
5,Real Colorado National ECNL G12,Real Colorado,95108,15,10,3,2,32,2.13,43,6,37,G2012,ECNL
6,FC Dallas ECNL G12,FC Dallas Youth,94652,15,8,4,3,27,1.8,33,22,11,G2012,ECNL
7,Sting Royal ECNL G12,Sting Soccer Club,94686,15,8,5,2,26,1.73,33,28,5,G2012,ECNL
8,OK Energy FC ECNL G12,Oklahoma Energy FC,94440,15,8,6,1,25,1.67,45,18,27,G2012,ECNL
9,Challenge SC ECNL G12 ,Challenge SC,91608,15,7,5,3,24,1.6,45,23,22,G2012,ECNL
10,Albion Hurricanes FC ECNL G12,Albion Hurricanes FC,71431,15,4,8,3,15,1.0,15,34,-19,G2012,ECNL
11,Classics Elite ECNL G12,Classics Elite Soccer Academy,94418,15,4,9,2,14,0.93,17,51,-34,G2012,ECNL
12,Colorado Rapids ECNL G12,Colorado Storm,71847,15,3,9,3,12,0.8,13,31,-18,G2012,ECNL
13,Tulsa SC ECNL G12,No Club Selection,92505,15,2,12,1,7,0.47,16,71,-55,G2012,ECNL
14,Dallas Texans ECNL G12,Dallas Texans,94836,15,1,10,4,7,0.47,12,45,-33,G2012,ECNL
15,Colorado Rush ECNL G12,Colorado Rush,95047,15,1,12,2,5,0.33,10,51,-41,G2012,ECNL
16,Real Colorado Athletico ECNL G12,Real Colorado,95110,15,0,15,0,0,0.0,4,83,-79,G2012,ECNL
