rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
8,Pleasanton RAGE ECNL G11,Pleasanton Rage,44313,18,4,12,2,14,0.78,14,67,-53,G2011,ECNL
9,Santa Rosa United ECNL G11,Santa Rosa United Soccer,77797,18,2,14,2,8,0.44,14,63,-49,G2011,ECNL
10,Marin FC ECNL G11,Marin FC,82192,18,2,14,2,8,0.44,13,54,-41,G2011,ECNL
1,Mustang SC ECNL G12,Mustang Soccer,29444,18,15,0,3,48,2.67,86,12,74,G2012,ECNL
2,MVLA ECNL G12,MVLA,55325,18,14,1,3,45,2.5,65,8,57,G2012,ECNL
3,Placer United ECNL G12,Placer United Soccer Club,68030,18,11,3,4,37,2.06,37,20,17,G2012,ECNL
4,Bay Area Surf ECNL G12,Bay Area Surf,95449,18,12,6,0,36,2.0,52,25,27,G2012,ECNL
5,San Juan SC ECNL G12,San Juan Soccer Club,84677,18,8,6,4,28,1.56,40,22,18,G2012,ECNL
6,Santa Rosa United ECNL G12 ,Santa Rosa United Soccer,68207,18,7,7,4,25,1.39,31,30,1,G2012,ECNL
7,Davis Legacy ECNL G12,Davis Legacy Soccer Club,90732,18,5,10,3,18,1.0,18,54,-36,G2012,ECNL
8,Marin FC ECNL G12,Marin FC,92794,18,2,13,3,9,0.5,15,49,-34,G2012,ECNL
9,Pleasanton RAGE ECNL G12,Pleasanton Rage,63606,18,2,15,1,7,0.39,6,59,-53,G2012,ECNL
10,De Anza Force ECNL G12,Force,94620,18,1,16,1,4,0.22,5,76,-71,G2012,ECNL
