rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
7,Maryland United FC ECNL G09,Maryland United Football Club,46944,13,3,6,4,13,1.0,9,15,-6,G2009,ECNL
8,PDA White ECNL G09,PDA White (Shore),13679,13,2,8,3,9,0.69,9,29,-20,G2009,ECNL
9,Bethesda SC ECNL G09,Bethesda SC,46940,13,1,10,2,5,0.38,5,36,-31,G2009,ECNL
10,PDA South ECNL G09,PDA South,11436,13,0,9,4,4,0.31,3,29,-26,G2009,ECNL
1,Bethesda SC ECNL G10,Bethesda SC,60101,18,14,3,1,43,2.39,45,11,34,G2010,ECNL
2,Penn Fusion SA ECNL G10,Penn Fusion Soccer Academy,59666,18,12,1,5,41,2.28,60,7,53,G2010,ECNL
3,PDA Blue ECNL G10,PDA Blue (North),56324,18,13,4,1,40,2.22,45,16,29,G2010,ECNL
4,Match Fit Academy ECNL G10,Match Fit Surf,21396,18,12,5,1,37,2.06,48,24,24,G2010,ECNL
5,FC DELCO ECNL G10,FC DELCO,59671,18,11,4,3,36,2.0,35,16,19,G2010,ECNL
6,PDA White ECNL G10,PDA White (Shore),35695,18,7,10,1,22,1.22,22,33,-11,G2010,ECNL
7,PDA South ECNL G10,PDA South,20115,18,4,10,4,16,0.89,18,32,-14,G2010,ECNL
8,HEX FC Bucks ECNL G10,HEX FC,58137,18,4,12,2,14,0.78,12,44,-32,G2010,ECNL
9,Maryland United FC ECNL G10,Maryland United Football Club,62050,17,1,14,2,5,0.29,10,49,-39,G2010,ECNL
10,Pipeline SC ECNL G10,Pipeline SC,53320,17,0,15,2,2,0.12,3,66,-63,G2010,ECNL
1,Bethesda SC ECNL G11,Bethesda SC,69569,18,12,1,5,41,2.28,39,9,30,G2011,ECNL
2,PDA Blue ECNL G11,PDA Blue (North),44465,18,10,3,5,35,1.94,32,12,20,G2011,ECNL
3,Penn Fusion SA ECNL G11,Penn Fusion Soccer Academy,68841,18,10,5,3,33,1.83,31,20,11,G2011,ECNL
4,Match Fit Academy ECNL G11,Match Fit Surf,34875,18,9,4,5,32,1.78,37,20,17,G2011,ECNL
5,HEX FC Bucks ECNL G11,HEX FC,67902,18,9,5,4,31,1.72,28,21,7,G2011,ECNL
6,FC DELCO ECNL G11,FC DELCO,68932,18,9,8,1,28,1.56,25,25,0,G2011,ECNL
7,Pipeline SC ECNL G11,Pipeline SC,55341,17,4,9,4,16,0.94,20,36,-16,G2011,ECNL
8,Maryland United FC ECNL G11,Maryland United Football Club,69710,17,3,7,7,16,0.94,15,23,-8,G2011,ECNL
9,PDA South ECNL G11,PDA South,48114,18,1,13,4,7,0.39,10,40,-30,G2011,ECNL
10,PDA White ECNL G11,PDA White (Shore),18651,18,1,13,4,7,0.39,10,41,-31,G2011,ECNL
