rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
13,Sporting SA JAX ECNL G2011/12,Sporting SA,69334,0,0,0,0,0,0.0,0,0,0,GU15,ECNL
14,Tampa Bay United ECNL G2011/12,Tampa Bay United,69068,0,0,0,0,0,0.0,0,0,0,GU15,ECNL
15,Team Boca ECNL G2011/12,Team Boca,131998,0,0,0,0,0,0.0,0,0,0,GU15,ECNL
16,United Futbol Academy ECNL G2011/12,United Futbol Academy,81903,0,0,0,0,0,0.0,0,0,0,GU15,ECNL
1,Alabama FC ECNL G2010/11,Alabama FC,81762,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
2,Athletic Club Florida ECNL G2010/11,Athletic Club Florida,46727,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
3,Atlanta Fire United ECNL G2010/11,Atlanta Fire United,79893,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
4,CESA Liberty ECNL G2010/11,Carolina Elite Soccer Academy,65585,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
5,Concorde Fire Platinum ECNL G2010/11,Concorde Fire ,81340,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
6,Concorde Fire Premier ECNL G2010/11,Concorde Fire ,81344,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
7,Florida Kraze Krush ECNL G2010/11,Florida Kraze Krush,34957,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
8,Florida Premier FC ECNL G2010/11,Florida Premier FC,69294,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
9,GSA ECNL G2010/11,Gwinnett Soccer Academy,131498,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
10,Jacksonville FC ECNL G2010/11,Jacksonville FC,81133,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
11,Seminole United ECNL G2010/11,Seminole United,80370,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
12,South Carolina United ECNL G2010/11,South Carolina United FC,78158,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
13,Sporting SA JAX ECNL G2010/11,Sporting SA,65960,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
14,Tampa Bay United ECNL G2010/11,Tampa Bay United,69067,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
15,Team Boca ECNL G2010/11,Team Boca,131997,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
16,United Futbol Academy ECNL G2010/11,United Futbol Academy,78164,0,0,0,0,0,0.0,0,0,0,GU16,ECNL
1,Alabama FC ECNL G2009/10,Alabama FC,69023,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
2,Athletic Club Florida ECNL G2009/10,Athletic Club Florida,46728,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
3,Atlanta Fire United ECNL G2009/10,Atlanta Fire United,67127,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
4,CESA Liberty ECNL G2009/10,Carolina Elite Soccer Academy,46817,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
5,Concorde Fire Platinum ECNL G2009/10,Concorde Fire ,68802,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
6,Concorde Fire Premier ECNL G2009/10,Concorde Fire ,68797,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
7,Florida Kraze Krush ECNL G2009/10,Florida Kraze Krush,34955,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
8,Florida Premier FC ECNL G2009/10,Florida Premier FC,69293,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
9,GSA ECNL G2009/10,Gwinnett Soccer Academy,131497,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
10,Jacksonville FC ECNL G2009/10,Jacksonville FC,69484,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
11,Seminole United ECNL G2009/10,Seminole United,69112,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
12,South Carolina United ECNL G2009/10,South Carolina United FC,66055,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
13,Sporting SA JAX ECNL G2009/10,Sporting SA,45064,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
14,Tampa Bay United ECNL G2009/10,Tampa Bay United,49144,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
15,Team Boca ECNL G2009/10,Team Boca,131996,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
16,United Futbol Academy ECNL G2009/10,United Futbol Academy,59536,0,0,0,0,0,0.0,0,0,0,GU17,ECNL
1,Alabama FC ECNL G2008/09,Alabama FC,58734,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
2,Athletic Club Florida ECNL G2008/09,Athletic Club Florida,38492,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
3,Atlanta Fire United ECNL G2008/09,Atlanta Fire United,60033,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
4,CESA Liberty ECNL G2008/09,Carolina Elite Soccer Academy,27972,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
5,Concorde Fire Platinum ECNL G2008/09,Concorde Fire ,59255,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
6,Concorde Fire Premier ECNL G2008/09,Concorde Fire ,59236,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
7,Florida Kraze Krush ECNL G2008/09,Florida Kraze Krush,34958,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
8,Florida Premier FC ECNL G2008/09,Florida Premier FC,69292,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
9,GSA ECNL G2008/09,Gwinnett Soccer Academy,131496,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
10,Jacksonville FC ECNL G2008/09,Jacksonville FC,45667,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
11,Seminole United ECNL G2008/09,Seminole United,59913,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
12,South Carolina United ECNL G2008/09,South Carolina United FC,50959,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
13,Sporting SA JAX ECNL G2008/09,Sporting SA,46901,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
14,Tampa Bay United ECNL G2008/09,Tampa Bay United,36328,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
15,Team Boca ECNL G2008/09,Team Boca,131994,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
16,United Futbol Academy ECNL G2008/09,United Futbol Academy,45834,0,0,0,0,0,0.0,0,0,0,GU18/19,ECNL
