rank,team,club,teamID,gp,w,l,d,pts,ppg,gf,ga,gd,division,flight
11,Sporting Blue Valley ECNL G10,Sporting Blue Valley,68425,15,5,8,2,17,1.13,25,36,-11,G2010,ECNL
12,Liverpool FC IA Michigan ECNL G10,Liverpool FC-IA Michigan,69186,15,4,7,4,16,1.07,14,18,-4,G2010,ECNL
13,Sporting Iowa ECNL G10,Sporting Iowa Central,69510,15,4,9,2,14,0.93,20,38,-18,G2010,ECNL
14,Michigan Hawks Magic ECNL G10,Michigan Hawks,69104,15,3,11,1,10,0.67,16,32,-16,G2010,ECNL
15,Midwest United FC ECNL G10,Midwest United FC,59338,15,2,11,2,8,0.53,10,30,-20,G2010,ECNL
16,Rockford Raptors ECNL G10,Rockford Raptors FC,68288,15,1,12,2,5,0.33,9,56,-47,G2010,ECNL
1,Michigan Hawks ECNL G11,Michigan Hawks,54493,15,14,0,1,43,2.87,57,5,52,G2011,ECNL
2,Eclipse Select SC ECNL G11,Eclipse Select Soccer Club,78148,15,12,2,1,37,2.47,44,8,36,G2011,ECNL
3,Kansas City Athletics ECNL G11,KC Athletics,79772,15,12,2,1,37,2.47,61,18,43,G2011,ECNL
4,Midwest United FC ECNL G11,Midwest United FC,71849,15,8,3,4,28,1.87,34,18,16,G2011,ECNL
5,Nationals SC ECNL G11,Nationals,94348,15,8,3,4,28,1.87,28,12,16,G2011,ECNL
6,Chicago Inter Soccer ECNL G11,Chicago Inter,79680,15,9,5,1,28,1.87,39,29,10,G2011,ECNL
7,Liverpool FC IA Michigan ECNL G11,Liverpool FC-IA Michigan,69697,15,7,6,2,23,1.53,16,18,-2,G2011,ECNL
8,Minnesota Thunder ECNL G11 ,Minnesota Thunder Academy,71852,15,7,7,1,22,1.47,24,24,0,G2011,ECNL
9,Sporting Blue Valley ECNL G11,Sporting Blue Valley,79701,14,5,6,3,18,1.29,20,19,1,G2011,ECNL
10,SLSG Navy ECNL G11,St. Louis Scott Gallagher,79620,15,5,9,1,16,1.07,16,24,-8,G2011,ECNL
11,Rockford Raptors ECNL G11 ,Rockford Raptors FC,68287,15,3,7,5,14,0.93,25,40,-15,G2011,ECNL
12,SLSG Green ECNL G11,St. Louis Scott Gallagher,79621,15,2,7,6,12,0.8,16,23,-7,G2011,ECNL
13,Michigan Hawks Magic ECNL G11,Michigan Hawks,79687,15,3,9,3,12,0.8,16,34,-18,G2011,ECNL
14,Sporting Iowa ECNL G11,Sporting Iowa Central,79780,15,3,9,3,12,0.8,19,52,-33,G2011,ECNL
15,Gretna Elite Academy ECNL G11,Gretna Elite Academy,60713,15,2,11,2,8,0.53,8,44,-36,G2011,ECNL
16,FC Wisconsin ECNL G11,FC Wisconsin Girls,71855,14,0,14,0,0,0.0,5,60,-55,G2011,ECNL
1,Midwest United FC ECNL G12,Midwest United FC,59332,15,12,0,3,39,2.6,36,3,33,G2012,ECNL
2,Michigan Hawks ECNL G12,Michigan Hawks,64467,15,12,1,2,38,2.53,52,9,43,G2012,ECNL
3,Kansas City Athletics ECNL G12,KC Athletics,95580,15,10,2,3,33,2.2,35,6,29,G2012,ECNL
4,Eclipse Select SC ECNL G12,Eclipse Select Soccer Club,84211,15,10,2,3,33,2.2,42,14,28,G2012,ECNL
5,SLSG Navy ECNL G12,St. Louis Scott Gallagher,94017,15,8,2,5,29,1.93,27,14,13,G2012,ECNL
6,Chicago Inter Soccer ECNL G12,Chicago Inter,77722,15,8,3,4,28,1.87,30,15,15,G2012,ECNL
7,Nationals SC ECNL G12,Nationals,94349,15,7,5,3,24,1.6,23,20,3,G2012,ECNL
8,Minnesota Thunder ECNL G12,Minnesota Thunder Academy,71856,15,5,5,5,20,1.33,22,26,-4,G2012,ECNL
9,Sporting Blue Valley ECNL G12,Sporting Blue Valley,94797,14,4,5,5,17,1.21,19,16,3,G2012,ECNL
10,SLSG Green ECNL G12,St. Louis Scott Gallagher,94015,15,4,7,4,16,1.07,16,23,-7,G2012,ECNL
11,Liverpool FC IA Michigan ECNL G12,Liverpool FC-IA Michigan,94483,15,3,6,6,15,1.0,17,17,0,G2012,ECNL
12,Rockford Raptors ECNL G12,Rockford Raptors FC,95073,15,4,9,2,14,0.93,15,28,-13,G2012,ECNL
13,Michigan Hawks Magic ECNL G12,Michigan Hawks,79690,15,3,9,3,12,0.8,8,40,-32,G2012,ECNL
14,Sporting Iowa ECNL G12,Sporting Iowa Central,95236,15,1,12,2,5,0.33,7,41,-34,G2012,ECNL
15,FC Wisconsin ECNL G12,FC Wisconsin Girls,79684,14,1,12,1,4,0.29,9,41,-32,G2012,ECNL
16,Gretna Elite Academy ECNL G12,Gretna Elite Academy,94420,15,1,13,1,4,0.27,9,54,-45,G2012,ECNL
